Konsequentes Vorgehen gegen islamistische,"Eine verfehlte Zuwanderungspolitik darf nicht zum Sicherheitsrisiko für unsere freiheitliche Gesellschaft werden. Deshalb fordern wir die sofortige Abschiebung von Gefährder*innen und wiederholt straffälligen Flüchtlingen in unserem Land. Solche, die mangels Papiere oder Rücknahmebereitschaft des Herkunftslands nicht abgeschoben werden können, müssen als Sicherheitsrisiko eingestuft und in Abschiebehaft genommen werden. Auch dem Straftatbestand der Bildung einer terroristischen Vereinigung muss konsequent mehr Be- achtung geschenkt werden. Aus unserer Sicht darf nicht erst etwas passieren, bevor der Staat handelt.",,,,
Extremismus,"Unabhängig von der ideologischen Ausrichtung sind Extremist*innen Feinde unserer freiheitlich-demokrati- schen Grundordnung und müssen mit allen Mitteln unserer wehrhaften Demokratie bekämpft werden. Auf rechtes, linkes und religiös motiviertes Handeln gegen unseren Staat müssen wir entschlossen reagieren. Wir wollen, dass religiös-extremistische Vereine, wie beispielsweise salafistische Gruppierungen, konsequent verboten werden. Ihr Handeln ist mit unserer freiheitlichen Ordnung nicht vereinbar. Wir halten es zudem für erforderlich, dass die Präventions- und Deradikalisierungsarbeit gegen jedwede Form des Extremismus aus- gebaut und ein offener gesellschaftlicher Diskurs mit sachlichen Argumenten geführt wird. Der Verfassungs- schutz muss sowohl online als auch offline Radikalisierungen frühzeitig erkennen und diesen situationsgerecht entgegenwirken, z.B. mittels Aussteigerprogrammen. Hierfür bedarf es einer signifikanten Personalaufsto- ckung bei den Nachrichtendiensten.",,,,
Organisierte Kriminalität europaweit,"Egal ob Menschenhandel, Geldwäsche oder Drogenhandel – die Organisierte Kriminalität müssen wir effek- tiver bekämpfen. Offene Grenzen haben unsere Sicherheitssituation komplizierter gemacht. Es braucht des- halb europäische Antworten auf dieses europaweite Problem. Wir wollen die EU-Sicherheitsagenturen OLAF, CEPOL, Europol und Eurojust mit weitreichenden Handlungsbefugnissen ausstatten sowie international die Zusammenarbeit mit den Strafverfolgungsbehörden im Rahmen von Interpol intensivieren.",,,,
Sorgsamer Umgang mit,"Wir setzen auf die Eigenverantwortung der Bürger*innen, die legal Waffen besitzen. Wir haben eines der strengsten Waffenrechte der Welt und halten dies für ausreichend. Weitere Verschärfungen sind unverhältnis- mäßig. Eine zentrale Lagerung der Waffen in Schützen- und Vereinsheimen lehnen wir ab. Es muss mehr gegen den illegalen Waffenbesitz getan werden.",,,,
Zivil- und,"In den letzten Jahren wurde der Zivil- und Katastrophenschutz deutlich vernachlässigt. Gerade die Covid- 19-Pandemie hat uns die erheblichen Defizite in allen maßgeblichen Bereichen vor Augen geführt. Der Be- völkerungsschutz sowie das Katastrophenmanagement müssen deshalb gestärkt sowie die bauliche und tech- nische Infrastruktur (z.B. Notstromaggregate) erneuert und ausgebaut werden, damit die hierzu vorgesehenen Kräfte ihrem Auftrag zum Schutz und zur Unterstützung der Bevölkerung in Krisen- und Katastrophenfällen nachkommen können. Hierzu bedarf es wieder regelmäßiger Katastrophenschutzübungen, vom europäischen Katastrophenschutzzentrum bis hin in die Kommunen. Auch dezentrale Versorgungs- und Lagerstrukturen für systemrelevante Artikel müssen wieder flächendeckend aufgebaut werden. Die Aufrechterhaltung der Hand- lungsfähigkeit der Verwaltung sowie von Sicherheit und Ordnung auf allen Ebenen ist von elementarer Bedeu- tung. Hierzu brauchen insbesondere die Kommunen finanzielle Unterstützung für notwendige Infrastruktur- maßnahmen, etwa in Form von Förderprogrammen. Bei all diesen Aufgaben können auch Tätigkeitsbereiche im Rahmen eines Gesellschaftsjahres für alle geschaffen werden.",,,,
Soziale,"Wir fordern die Schaffung von rechtlichen Rahmenbedingungen zur Regulierung der sozialen Medien. Außer- dem braucht es eine herkunftsbezogene Besteuerung der Speicherung von Daten durch diese Plattformen. Ursprünglich als sehr nützliche Werkzeuge zur sozialen Interaktion entwickelt, dienen Social-Media-Plattfor- men heute der gezielten Manipulation der User*innen mit dem Ziel der Gewinnmaximierung und verfügen darüber hinaus über ein sehr hohes Suchtpotenzial. Diese Systeme nutzen das evolutionäre Grundbedürfnis des Menschen nach sozialer Interaktion und leben von der ungezügelten Sammlung, Auswertung und Nut- zung von Daten. Mithilfe hochkomplexer Algorithmen, technischer Features und gezielter Strategien werden die Schwachstellen der menschlichen Psyche gezielt zur Verfolgung kommerzieller Interessen genutzt und die User*innen bewusst so manipuliert, dass es sich auf ihr Verhalten und ihre Emotionen in der realen Welt auswirkt. Jede*r User*in erhält so individuell auf sie/ihn zugeschnittene Informationsangebote. Der Mensch akzeptiert die Realität, die ihm vorgesetzt wird. Darin liegt die eigentliche Gefahr, denn die Realität ist in dieser Medienwelt für jede*n individuell geschaffen. In sozialen Medien bewegen wir uns auf unterschiedlichen Wahrheitsebenen, man nimmt nur noch die Informationen auf, die dem eigenen Weltbild entsprechen. In diesem großen Maßstab ist auf Information kein Verlass mehr. Verschwörungstheorien und radikale Weltbil- der werden durch diese Mechanismen in sozialen Medien exponentiell verbreitet und erlangen so schnell den Status einer vermeintlichen Wahrheit. Die ehemals mit besten Absichten geschaffenen sozialen Medien stellen heute, auch nach Meinung ihrer Entwickler*innen, zunehmend eine Bedrohung dar.",,,,
Trennung von Bundeswehr und,"Wir stellen uns gegen jede Bestrebung, die Bundeswehreinsätze im Inneren durch eine Änderung unseres Grundgesetzes auszuweiten. Unser Verfassungsrecht sieht aus historisch guten Gründen eine klare Trennung der Aufgaben von Polizei und Bundeswehr vor. Zudem ist nur die Polizei für die Aufgaben der inneren Sicher- heit ausgebildet. Die vorgesehenen Ausnahmen, wie etwa in Katastrophenfällen und im Fall des sogenannten inneren Notstands, sind ausreichend.",,,,
Keine rechtsfreien Räume im,"Wir brauchen klare Regeln im Internet, damit es nicht gegen unsere freiheitlich-demokratische Grundordnung eingesetzt wird. Die Organisation und Kommunikation von Extremist*innen müssen wir auch im Internet un- terbinden und illegale Handlungen müssen intensiver verfolgt werden, seien es etwa Kinderpornografie oder illegaler Drogen- und Waffenhandel. Entsprechend wollen wir die Spezialteams im Bundesinnenministerium bedarfsgerecht ausstatten, um dem Missbrauch des Internets zu begegnen.",,,,
GRENZSCHUTZ UND VERTEIDIGUNG,"Unsere Verteidigungsstrukturen sind den heutigen globalen Herausforderungen nach dem radikalen Sparkurs der letzten Jahre kaum gewachsen: Die veränderte Bedrohungslage durch den internationalen Terrorismus, eine hybride Kriegsführung und den Cyberkrieg stellen die Bundeswehr vor neue Herausforderungen. Die Berliner Politik findet bis heute keine angemessenen Antworten darauf. Grobe Fehler in der Beschaffungs- politik kosten uns Milliarden, die anderweitig z.B. in der Infrastruktur fehlen. Problemprojekte wie die Drohne Euro Hawk, der Marinehubschrauber NH90 und das Transportflugzeug A400M sind Beispiele für die zahlrei- chen Handlungsbedarfe sowie das dringende Erfordernis einer Reform des gesetzlich aufwendig regulierten Beschaffungswesens. Es ist nicht vermittelbar, wenn trotz eines hohen Investitionsbedarfs bei den Sicher- heitskräften bereitgestellte Haushaltsmittel aufgrund vielfältiger Defizite im Beschaffungswesen nicht inves- tiert werden. Die Herausforderungen unserer äußeren Sicherheit wollen wir im europäischen Verbund lösen.",,,,
EU-Außengrenzen gemeinsam,"Wir wollen keine Rückkehr zu Schlagbäumen in Europa, denn wir sind stolz auf die offenen Grenzen zu unseren europäischen Nachbarn. Aber damit wir dies erhalten können, brauchen wir eine umso bessere Sicherung unserer europäischen Außengrenzen. Sie sind bislang ungenügend geschützt und stellen ein Sicherheitsrisiko für unsere Bürger*innen dar. Wir können aber auch nicht die gesamte Verantwortung auf Länder wie Grie- chenland und Italien abwälzen. Deshalb sind wir für eine Stärkung des Grenzschutzes auf europäischer Ebene.",,,,
Verteidigung europäisch,"Die europäische Sicherheitsarchitektur ist zunehmend fragil. Deutschland muss sich gemeinsam mit Europa seiner Verantwortung in der Welt stellen. Aus unserer Sicht muss es das Ziel sein, eine europäische Armee aufzustellen, die der Kontrolle des Europäischen Parlamentes untersteht. Das Europäische Parlament wird dann künftige gemeinsame Einsätze der europäischen Streitkräfte bewilligen. Als unabhängige parlamentari- sche Kontrollinstanz braucht es eine*n europäische*n Wehrbeauftragte*n mit vergleichbaren Zuständigkeiten wie die/der Wehrbeauftragte der Bundeswehr. Auf dem Weg dorthin wollen wir die militärische Zusammen- arbeit zwischen den EU-Mitgliedstaaten systematisch, wie in der Permanent Structured Cooperation (Ständige Strukturierte Zusammenarbeit) vereinbart, ausweiten. Unser Ziel ist, dass alle EU-Länder zwei Prozent ihres Bruttoinlandsprodukts in ihre Verteidigung investieren. Daneben wollen wir den Aufbau eines europäischen Hauptquartiers zur Koordination ziviler und militärischer Missionen bzw. Operationen in Ergänzung zur NATO, um den europäischen Sicherheitsinteressen verstärkt Rechnung zu tragen.",,,,
Europas Rolle in der NATO,"Ein möglicher Rückzug US-amerikanischer Truppen aus Europa würde ein Sicherheitsvakuum entstehen lassen, das wir gesamteuropäisch füllen müssen. Wir streben eine enge europäische Zusammenarbeit im Wehrbereich an, die keine Dopplungen zur NATO-Struktur schaffen, sondern eine Ergänzung darstellen soll. Ein starkes Europa in der NATO kann den USA auf Augenhöhe begegnen. Wir wollen eine starke NATO, um schlagkräftig auf die Herausforderungen des Cyberkriegs und des internationalen Terrorismus sowie der ge- meinsamen Landes- und Bündnisverteidigung reagieren zu können.",,,,
Rüstungspolitik europäisch,Wir wollen unsere Rüstungspolitik stärker europäisch organisieren. Eine gemeinsame Verteidigungsindustrie gewährleistet eine strategische Autonomie und unsere technologische Unabhängigkeit. Die hohen Kosten für militärische Hochtechnologie sind ohnehin immer schwerer durch nationale Haushalte zu finanzieren. Eine gemeinschaftliche Entwicklung und Beschaffung sind daher notwendig.,,,,
Einbindung der Truppenexpertise bei,"Bei den letzten Bundeswehr-Reformen wurde die Weiterentwicklung in allen Organisationsbereichen in die Kommandobehörden verlagert. Die Projektleitung ist dadurch nicht nahe genug an der Fachexpertise der Truppe, wodurch der bürokratische Aufwand im Prozess der Weiterentwicklung steigt. Künftige Beschaffungs-",,,,
Bedarfsgerechte,"Am 18. März 2020 hat das Bundeskabinett die Eckwerte für den Bundeshaushalt 2021 und den 54. Finanzplan bis 2024 beschlossen. Demnach soll die Bundeswehr von 2021 bis 2024 jeweils nur 45,64 Milliarden Euro zur Verfügung gestellt bekommen. Ein weiterer Anstieg ist nicht vorgesehen. Nimmt man die Finanzbedarfs- analyse des Verteidigungsministeriums vom Dezember 2018 als Referenzrahmen, fehlen der Bundeswehr im nächsten Jahr fast zehn Milliarden Euro. 2024 werden es sogar rund 14 Milliarden sein. Deutschland hatte sich bereits 2002 auf dem NATO-Gipfel in Prag verpflichtet, zwei Prozent seines Bruttoinlandsproduktes in Verteidigung zu investieren. Dieses Bekenntnis wurde 2014 auf dem NATO-Gipfel in Wales wiederholt. Bisher wurde dieses Ziel jedoch nicht erreicht und wird mit dem beschlossenen Haushalt bis 2024 auch nicht zu errei- chen sein. Angesichts der erheblichen Investitionslücken bei der Ausrüstung der Bundeswehr halten wir den Haushaltsansatz mit Blick auf die Sicherheitsinteressen Deutschlands für nicht zielführend und es ist zwingend geboten, die notwendigen Haushaltsmittel bereitzustellen.",,,,
Moderne und einsatzfähige,"Wir wollen, dass den Soldat*innen das Material zur Verfügung steht, das sie für ihren Dienst benötigen. Da- bei muss man auf die Bedürfnisse der Soldat*innen eingehen. Dasselbe gilt für die Reservist*innen bei der Ausbildung, aber auch bei der Zusammenarbeit zwischen Truppe und Reservistenkameradschaften. Eine mo- derne und einsatzfähige Ausrüstung ist die Grundvoraussetzung für einen attraktiven Dienst ebenso wie die Betreuung der Soldat*innen, die aus einem Auslandseinsatz zurückkehren. Die Vereinbarkeit von Familie und Beruf muss sichergestellt sein.",,,,
Gesellschaftsjahr für,"Mit Aussetzung der Wehrpflicht wurde eines der letzten gesellschaftlichen Bindeglieder ohne Not aufgegeben. Mit jedem Jahr zeigen sich die Folgen immer stärker: Das Eintreten für die Gemeinschaft, für das Ehrenamt und das soziale Miteinander lässt nach. Wenn wir den Zusammenhalt verlieren, wird unser System vor große Prob- leme gestellt. Wie die Wehrpflicht früher, so bedarf es auch heute eines identitätsstiftenden Einsatzes für die Gesellschaft. Ansonsten droht die Gesellschaft in lose Gruppen von Individualist*innen zu zerfallen. Veränder- te Sicherheits- und Bedrohungslagen erfordern zudem eine Anpassung der militärischen Strukturen, womit sich der Bedarf an qualifiziertem Nachwuchs erhöht. Wir fordern deshalb ein Gesellschaftsjahr für Frauen und Männer. Dabei soll es eine Wahlfreiheit zwischen dem Dienst in der Bundeswehr, im Katastrophenschutz, bei",,,,
Streitkräfte aus der Mitte der,"Wir wollen, dass die Bundeswehr den erforderlichen Rückhalt und Wertschätzung aus der Gesellschaft er- fährt. Wir stehen zu öffentlichen Gelöbnissen, Informationsveranstaltungen durch Jugendoffizier*innen an Schulen und der Gewinnung des Nachwuchses aus der Breite der Gesellschaft.",,,,
Auslandseinsätze,"Einsätze müssen mit dem Grundgesetz und dem internationalen Recht vereinbar sein und dürfen nur dazu dienen, den Frieden zu wahren oder wiederherzustellen. Wir wollen keine risikoreichen Einsätze. Die Ziele müssen klar definiert, von Beginn an mit Nichtregierungsorganisationen geplant und mit Zeitplänen verknüpft und stetig überprüft und kontrolliert werden. Der mittlerweile 19 Jahre dauernde Einsatz der Bundeswehr in Afghanistan ist ein Negativbeispiel, das sich nicht wiederholen darf. Die rechtliche und wirtschaftliche Ab- sicherung im einsatzbedingten Schadensfall muss für die Soldat*innen eindeutig geregelt sein und darf in der Umsetzung nicht zu jahrelangen bürokratischen Verfahren führen wie aktuell bei von posttraumatischen Belastungsstörungen betroffenen Soldat*innen. Dies stellt eine vermeidbare zusätzliche Belastung für die be- troffenen Soldat*innen und ihre Familien dar.",,,,
Attraktiver Dienst bei der,Attraktive Arbeitsbedingungen für alle Beschäftigten der Bundeswehr sind untrennbar mit einer effektiven und effizienten Aufgabenerfüllung verbunden. Neben attraktiven sozialen Rahmenbedingungen sind eine be- darfsgerechte Ausstattung und die Bereitstellung der erforderlichen Ressourcen sowie der Rückhalt in Politik und Gesellschaft von elementarer Bedeutung. Der Deutsche BundeswehrVerband e.V. hat in seiner Agenda „Schlagkräftige Bundeswehr 2025“ umfassende Vorschläge für eine einsatzfähige Bundeswehr unterbreitet. Wir unterstützen diese Forderungen.,,,,
Attraktivitätsprogramm auch für länger dienende,Länger dienende Soldat*innen dürfen beim Attraktivitätsprogramm nicht vergessen werden. Daher sollte der Beförderungsstau in allen Dienstgradgruppen zeitnah behoben werden. Außerdem muss die Flexibilität des längeren Dienens über die besondere Altersgrenze hinweg für die Interessierten mit einem Maßnahmenpaket zur Besoldung und Pension attraktiv gestaltet werden.,,,,
Keine Erhöhung der besonderen,Der Soldatenberuf erfordert ein hohes Maß an Resilienz und stellt große Anforderungen an die körperliche und geistige Leistungsfähigkeit. Mit zunehmendem Lebensalter reduzieren sich diese Fähigkeiten. Deshalb lehnen wir die Erhöhung der besonderen Altersgrenze ab. Darüber hinaus bedeutet eine Erhöhung einen tiefen Einschnitt für die Lebensplanung der aktiven Berufssoldat*innen.,,,,
Reservist*innen,"Die Reservist*innen müssen in allen Bereichen gefördert werden, um sie flexibel, vor allem in Mangelver- wendungen, einsetzen zu können. Die Bürokratie rund um Wehrübungen muss abgebaut werden und die Rahmenbedingungen eng mit den Interessenverbänden abgestimmt werden.",,,,
AUSSENPOLITIK MIT,"Wir wollen die außenpolitischen Herausforderungen des 21. Jahrhunderts angehen. Deutschland trägt als eine der größten Wirtschaftsmächte der Welt eine große Verantwortung. Dem und der Erwartungshaltung der Staatengemeinschaft entsprechend wollen wir, dass Deutschland sich als zuverlässiger Partner und ehrlicher Vermittler in die Weltpolitik einbringt. Wir wollen durch eine solide, friedliche und berechenbare Rolle die internationale Politik mitgestalten. Friedenssicherung dient auch der Bekämpfung von Terrorismus und von Fluchtursachen. Der Einsatz für das Selbstbestimmungsrecht der Völker, die Gewährleistung von Freiheit, Demokratie, des Rechtsstaats und der Menschenrechte müssen wieder unsere Schwerpunkte werden. Unser internationales Ansehen müssen wir in die Diplomatie einbringen, um gemeinsame Lösungen für globale Probleme zu finden. Hierbei geht es vor allem darum, dem Klimawandel entgegenzuwirken, den Hunger in der Welt zu bekämpfen, die Ressourcensicherheit und insbesondere die Energieversorgung sicherzustellen. Auch müssen wir den Zu- gang zu Rohstoffen und Wasser für alle sowie die innere und äußere Sicherheit gewährleisten. Wir wollen aber keine außenpolitischen Alleingänge, sondern immer eine Abstimmung mit unseren Verbündeten. Unsere zurückhaltende Kultur in der internationalen Politik war für unser Nachkriegsdeutschland prägend und hat uns das heutige Ansehen eingebracht. Dieses zu bewahren, sehen wir als unsere Aufgabe an.",,,,
Enge Beziehungen zu Partnern,Deutschland ist als Industriestandort ohne eigene nennenswerte Rohstoffvorkommen von seinen guten inter- nationalen Beziehungen besonders abhängig. Daher wollen wir die bestehenden Verbindungen unseres Lan-,,,,
Enge deutsch-französische,"Immer wenn Deutschland und Frankreich gemeinsam handelten, konnten die Krisen in Europa überwunden werden. Wir wollen deshalb dem deutsch-französischen Tandem in der Europapolitik wieder größere Bedeu- tung zukommen lassen und streben eine enge Zusammenarbeit mit unserenf ranzösischen Freund*innen an.",,,,
Partnerschaftliche Beziehungen zum Vereinigten,"Der Austritt Großbritanniens und Nordirlands aus der EU ist dramatisch. Der daraus entstehende Schaden ist aus unserer Sicht noch nicht absehbar. Dennoch müssen wir an einer gemeinsamen Verteidigungspolitik mit dem Vereinigten Königreich arbeiten. Die Entscheidung der Bevölkerung respektieren wir und wir müssen des- halb neue Wege suchen, unsere partnerschaftlichen Beziehungen neu und auf hohem Niveau auszuhandeln. Dies muss aber fair und ohne Sonderzugeständnisse geschehen.",,,,
Verantwortung gegenüber,Deutschland hat gegenüber dem jüdischen Volk und Leben eine besondere historische Verantwortung. Die Existenz und Sicherheit Israels sehen wir als Auftrag unserer Außenpolitik an. Wir streben für den Konflikt mit Palästina eine friedliche Zweistaaten-Lösung an.,,,,
,"Derzeit ist die Türkei in vier Kriege verwickelt und konfrontiert gleichzeitig Griechenland, Zypern und die EU mit militärischen Drohgebärden, u.a. bei der Suche nach Erdgasvorkommen im Mittelmeer. Im Streit um die Ägäis ist die Türkei laut Regierungsangaben zu einer militärischen Auseinandersetzung bereit. Mit dieser Äußerung wurde unser NATO-Partner und das EU-Mitglied Griechenland im August 2020 von der Türkei konfrontiert. Auch erkennt die Türkei das Staatsgebiet des EU-Mitglieds Zypern nicht an. Bereits seit dem 7. Juni 2012 unter- hält die Türkei eine offizielle Dialogpartnerschaft mit der Shanghaier Organisation für Zusammenarbeit und ist damit das erste Land mit Dialogpartnerschaft, das gleichzeitig Mitglied der NATO ist. Der Türkei wurde 2017 durch einstimmigen Beschluss der Vorsitz des Energieclubs der Shanghaier Organisation für Zusammenarbeit übertragen. Diese Berufung eines Nichtmitglieds in eine führende Rolle ist außergewöhnlich und signalisiert einen hohen Vertrauensvorschuss. Auch eine Vollmitgliedschaft wurde der Türkei bereits in Aussicht gestellt. Mit dem Kauf des russischen Raketenabwehrsystems S-400 konfrontiert die Türkei darüber hinaus die NATO- Partner mit einer sicherheitspolitischen Herausforderung und nimmt den hieraus entstehenden Konflikt be- wusst in Kauf. Unter diesen Voraussetzungen können wir nicht länger über eine EU-Mitgliedschaft verhandeln. Die Entwicklungen in der Türkei betrachten wir mit großer Sorge. Auch die in Erwägung gezogene Einführung",,,,
Dialog mit Russland,"Deutschland muss wieder in einen vernünftigen Dialog mit Russland treten. Die bisherigen Sanktionen haben nicht den gewünschten Erfolg erzielt und haben darüber hinaus zu einem Reputationsverlust bei den ost- europäischen Staaten geführt. Auch wirtschaftlich hat Deutschland hierdurch erhebliche Verluste erlitten. Der regelmäßige Austausch ist uns wichtig, weil wir nur so die Chance haben, Fortschritte zu erzielen. Dabei setzen wir vor allem auf den NATO-Russland-Rat, um den Ukrainekonflikt friedlich zu lösen. Unsere bestehenden Verbindungen zu Russland wollen wir pflegen und ausbauen. Insbesondere wollen wir die Kontakte unserer Verbände, Vereine und Stiftungen zur russischen Zivilgesellschaft nutzen, um dort für unsere unverrückbaren europäischen Werte zu werben. Russland hat Europa und dem Westen am Ende des Kalten Kriegs die Hand gereicht und damit dessen Ende eingeläutet. Gerade deshalb sollte auch von Europa ein aktiver Dialog aus- gehen. Die Stadt Berlin bietet sich als historisch geprägter Verhandlungsort an. Um den dauerhaften Frieden auf europäischem Boden gewährleisten zu können, ist ein fairer Umgang unablässig. Deutschland hat ein er- hebliches Interesse an einer stabilen Sicherheitslage auf dem europäischen Kontinent. Durch die jahrelangen Sanktionen, den Ausschluss aus der G8 und die andauernde scharfe Kritik hat sich Russland wieder sehr weit vom Westen distanziert und verfolgt seine Interessen nun stärker im Rahmen der Shanghaier Organisation für Zusammenarbeit. Wir werden uns dafür einsetzen, dass die Beziehungen zu Russland stärker von gegen- seitigem Respekt getragen werden.",,,,
Wachsamer Umgang mit,"China stellt eine starke und wachsende Militär- und Wirtschaftsmacht dar, die bestrebt ist, ihren wirtschaft- lichen Einfluss weltweit auszubauen. Die chinesische Regierung hat das Ziel, die „Volksbefreiungsarmee“ bis zum Jahre 2035 zur modernsten und bis zum 100. Geburtstag der Volksrepublik im Jahr 2049 zur schlagkräf- tigsten Armee weltweit aufzurüsten. An der Umsetzung dieses Programms wird bereits seit Mitte der 1990er- Jahre intensiv gearbeitet und es wurde auf dem 19. Parteitag im Oktober 2017 beschlossen. Für Deutschland stellt China einen wichtigen Handelspartner dar. Allerdings muss sich Deutschland davor schützen, durch massive Investitionen chinesischer (Staats-)Unternehmen wirtschaftlich und dadurch auch politisch beein- flussbar und erpressbar zu werden. Bereits jetzt haben sich Länder wie Griechenland, Portugal und auch Italien in eine wirtschaftliche Abhängigkeit von China begeben, indem sie chinesische Kredite annahmen und",,,,
Kooperation mit regionalen Bündnissen,Wir wollen die Zusammenarbeit mit der Afrikanischen Union und der Arabischen Liga intensivieren. Wir brau- chen gemeinsame Strategien und ein gemeinsames Handeln gegen die Bedrohung der Freiheit durch den internationalen Terrorismus und im Umgang mit den Folgen instabiler Länder für unsere Sicherheit.,,,,
Strategische Rohstoffpartnerschaften,"Für die Zukunftsfähigkeit des Industriestandorts Deutschland und die Sicherung unseres Wohlstands wollen wir eine engagierte Rohstoffpolitik. Im Interesse aller müssen die Schutzräume erhalten sowie Arktis und Ant- arktis unantastbar bleiben. Mithilfe von bilateralen Rohstoffabkommen gilt es, langfristig unseren Bedarf zu sichern. Es geht um den Zugang zu seltenen Erden, Industriemineralien und fossilen Rohstoffen, den wir part- nerschaftlich mit den entsprechenden Ländern im afrikanischen, asiatischen und südamerikanischen Raum organisieren wollen. Der künftige weltweite Bezug von Grünem Wasserstoff stellt eine wichtige strategische Frage für Deutschland dar. Hierbei sind auch die Interessen der bisherigen Lieferanten von fossilen Energie- trägern zu berücksichtigen.",,,,
Krisenregionen,"Regimewechsel stürzten viele Länder in den vergangenen Jahren ins Chaos. Deutschland muss mit einer ver- lässlichen Außenpolitik Vermittler und Ratgeber in solchen Fällen sein und wir werden Maßnahmen unter- stützen, die zu einer Stabilisierung der betroffenen Länder beitragen. Wir dürfen solche Staaten nicht zwingen, unser demokratisches System zu kopieren. Sie müssen ihren eigenen Weg im Einklang mit den anerkannten Menschenrechten finden, um eine tragfähige Staatlichkeit in Freiheit zu entwickeln.",,,,
Abrüstung und Nichtverbreitung von,"Wir wollen unsere Welt sicherer machen. Deshalb unterstützen wir alle Maßnahmen, die dazu beitragen, die Zahl der Massenvernichtungswaffen zu verringern. Besonders wichtig ist uns dabei, die Weitergabe solcher Waffen an Terrorist*innen mit allen uns zur Verfügung stehenden Mitteln zu verhindern und die Verbreitung von Massenvernichtungswaffen zu vermeiden. Nuklearwaffen sind für uns ein globales Sicherheitsrisiko.",,,,
Völkerverständigung durch Städte- und,"Wir wollen unsere Erfahrungen aus den Städten und Gemeinden in den Bundestag tragen und den Aus- bau der Städte- und Gemeindepartnerschaften voranbringen. Völkerverständigung findet schließlich nicht zwischen Staaten, sondern zwischen deren Bürger*innen statt. Deshalb müssen diese Begegnungen in den Kommunen stattfinden, dort, wo die Politik den Menschen am nächsten ist. Hier wurde in den letzten Jahren viel zu wenig getan. Die Mittel müssen aufgestockt werden.",,,,
Ausbau der,"Wir wollen die EU-Nachbarschaftspolitik mit den an Europa angrenzenden Regionen intensivieren. Hierdurch wollen wir die Achtung der Menschenrechte, die Rechtsstaatlichkeit und die Entwicklung der Demokratie und Marktwirtschaft jenseits der EU-Außengrenzen nachhaltig stärken und durch Anreizprogramme unterstützen. Wir wollen die Chancen nutzen, die Nachbarländer der EU bei ihren inneren Reformen, die zu mehr Demo- kratie führen, zu unterstützen.",,,,
Welthandelsorganisation,"Wir wollen nicht länger mit einzelnen Staaten Handelsabkommen abschließen. CETA, TTIP und das Abkommen über den Handel mit Dienstleistungen waren Beispiele für das Scheitern der Welthandelsorganisation, faire Regeln für den globalen Handel aufzustellen. Deshalb setzen wir uns für eine Wiederbelebung der Welthan- delsrunden ein, bei denen die Industrieländer verantwortungsvoller auf die Interessen der ärmeren Länder dieser Welt eingehen müssen.",,,,
ENTWICKLUNGSPOLITIK FÜR EINE FRIEDLICHERE UND SICHERE,"Entwicklungspolitik ist auch Sicherheitspolitik. Hierdurch kann einer Radikalisierung der Menschen der Nähr- boden entzogen und damit der Hinwendung zu Extremismus und Terrorismus vorgebeugt werden. Jeder Mensch hat das Recht auf Heimat und muss die Möglichkeit erhalten, dort sicher und friedlich in voller Selbst- bestimmtheit zu leben. Mit Blick auf die folgenden Zahlen rückt dieses Ziel immer weiter in die Ferne: Nach Angaben des UN-Flüchtlingshilfswerks nahm die Zahl der Menschen, die 2018 weltweit auf der Flucht waren, in einem Jahr um fast neun Millionen zu und lag Ende 2019 bei 79,5 Millionen; das entspricht fast einem Prozent der Weltbevölkerung – Tendenz steigend. Die Fluchtursachen sind vielfältig und keineswegs nur auf",,,,
Entwicklungszusammenarbeit,"Wir wollen, dass Entwicklungszusammenarbeit nicht auf dem Reißbrett der Ministerialbürokratie entworfen wird, sondern dass der Bundestag in Zusammenarbeit mit den Betroffenen und den Nichtregierungsorganisa- tionen vor Ort die Schwerpunkte und Leitlinien gestaltet.",,,,
Durch faire Beschaffung Fluchtursachen,"Wir wollen eine staatliche Fair-Trade-Selbstverpflichtung: Eine faire und nachhaltige Beschaffung durch alle öffentlichen Stellen ist unser Ziel. Der Staat mit seinen Behörden muss Vorbild sein, wenn es um die Sicher- stellung fairer Löhne und einer nachhaltigen Herstellung von Waren geht, die er selbst bezieht.",,,,
Ausbau des,"Herausforderungen und Fluchtursachen wie Klimawandel, Hunger und Armut erfordern auch bei uns ein Umdenken und ein entschlossenes Handeln im Alltag. Globale Nachhaltigkeit beginnt bei jedem einzelnen Menschen vor Ort, in unserer Nachbarschaft und in unseren Kommunen. Unser Verhalten hat Einfluss auf die Entwicklungen und Geschehnisse hier vor Ort und in anderen Teilen der Welt. Das Bundesentwicklungsmi- nisterium fördert deshalb gemeinsam mit den Bundesländern sogenannte Eine-Welt-Promotor*innen. Diese beraten öffentliche Stellen und setzen sich für eine global nachhaltige Entwicklung ein. Wir wollen dieses Programm weiter ausbauen.",,,,
