Partei,Thema,Meinung
"AFD","Wirtschafts- und Innovationspolitik für Deutschland","Die AfD steht für eine marktwirtschaftliche Wirtschaftspolitik: Schutz des Eigentums, Vertragsfreiheit, die Einheit von Handeln und Haftung, Berufsfreiheit und eine wettbewerbliche Wirtschaftsordnung sind elementare Bestandteile einer freiheitlichen und prosperierenden bürgerlichen Gesellschaft. Diese wollen wir erhalten und Fehlentwicklungen korrigieren."" In den letzten Jahren haben sich die Bedingungen zur Mehrung des Wohlstandes verschlechtert. Die weltweite Konjunktur hat an Fahrt verloren. Politisch initiierte Umbrüche wie die „Klimarettung“ fordern enorme Investitionen und Umstrukturierungen und treffen manche Branchen brachial. So wird der Kern der deutschen Wirtschaft geschwächt. Gleichzeitig liegt Deutschland gemäß einer Studie der Europäischen Zentralbank bei diversen Wohlstandsindikatoren im europäischen Vergleich auf den hinteren Plätzen. In dieser Situation legt die Corona-Pandemie die internationale Wirtschaft zeitweise weitgehend lahm und führt zu einem dramatischen Rückgang der Wertschöpfung. Die deutsche Volkswirtschaft ist exportorientiert und von internationaler Arbeitsteilung abhängig. Deshalb ist unser Land ganz besonders von den weltweiten Auswirkungen der Corona-Krise betroffen. Die AfD will deshalb die Volkswirtschaft auf einen normalen Entwicklungspfad zurückführen."
"AFD","Politisch induzierte Belastungen aussetzen","Wir wollen die Wirtschaft von politisch herbeigeführten Belastungen komplett befreien. Dafür wollen wir, wo nötig, auch die Rechtslage anpassen. Davon unbenom- men setzen wir uns auf nationaler Ebene für eine Ent- schädigung der Wirtschaftssektoren ein, die von den Corona-Maßnahmen besonders betroffen sind."
"AFD","Den Mittelstand entlasten","Der deutsche Mittelstand stellt nicht nur einen Großteil der Arbeitsplätze bereit, er bildet auch mit seiner Flexibilität und seinem Erfindungsreichtum einen Stabilitätsanker für unsere Wirtschaftsstruktur. Dies schafft er oft ohne staatliche Subventionen und Steuer- erleichterungen, von denen vor allem Großkonzerne profitieren. Er verkraftet aber nicht die Doppelbelastung durch politisch initiierte Strukturbrüche und pandemie- bedingte Einschränkungen. Billionenschwere Rettungs- pakete können nicht eine Erholung der Realwirtschaft ersetzen oder über Nacht herbeiführen; stattdessen wird damit nur eine Umverteilung im Sinne der „Großen Transformation“ und zum Nachteil unserer Konkurrenz- fähigkeit auf dem Weltmarkt vorangetrieben."
"AFD","Technologieführerschaft mit Blue Deal","Der deutsche Erfindergeist ist legendär. Heute sind Erfinder aber mobil und wandern oft aus, da sie hier mit Auflagen gegängelt werden und nicht die Entwicklungs- unterstützung und Geldgeber finden, die den Aufbau eines Unternehmens fördern. Wir setzen uns für die Entschädigung der Wirtschaftssektoren ein, die in Deutschland von den Corona-Maß- nahmen besonders betroffen sind."
"AFD","Blue-Deal-Entwicklungsplan","Diese Entwicklung müssen wir umkehren. Wir wollen mit einem Blue-Deal-Entwicklungsplan Investitionen in Technologieführerschaft entfesseln, indem wir: ""Schulbildung, Hochschulbildung und Forschung verstärkt auf MINT-Fächer ausrichten, die Umsetzung wissenschaftlicher Erkenntnisse in Produkte fördern, Selbständigkeit und Erfindergeist fördern und damit die Dynamik kleiner innovativer Einheiten nutzen. Technologische und wirtschaftliche Zukunftschancen sehen wir beispielsweise"
"AFD","im Wiederaufbau eines nationalen pharmazeutisch-medizinischen Kompetenz-Clusters, in Aufstellung und Umsetzung eines Entwicklungs- plans Quantencomputing, in der Entwicklung von Technologien und Geschäfts- modellen zur Weltraumnutzung. Dazu wollen wir","Die AfD will die Rahmenbedingungen für Investitionen durch eine zeitgemäße Infrastruktur und die Beendigung von Staats- eingriffen in den Energiemarkt verbessern. ""die Rahmenbedingungen für Investitionen im Inland verbessern, die Infrastruktur auf einen zeitgemäßen Stand bringen,Staatseingriffe in den Energiemarkt beenden, damit der Wirtschaftsstandort Deutschland international wettbewerbsfähig bleibt."
"AFD","Wirtschaft: Für einen Blue-Deal","Wir wollen Bürokratie abbauen und den Staat effizienter machen durch ""Entschlackung und Flexibilisierung des Arbeitsrechts, Beendigung der Benachteiligung des Mittelstands gegenüber multinationalen Großkonzernen, Sicherstellung verlässlicher rechtlicher und regulato- rischer Rahmenbedingungen."
"AFD","Soziale Marktwirtschaft statt sozialistischer Industriepolitik","Zu unserem Verständnis von Sozialer Marktwirtschaft gehört ein gedeihliches Zusammenwirken von Unternehmern und Beschäftigten. Sie sind keine Gegner, sondern kooperieren im Geiste der Sozialpartnerschaft, um betriebliche Ziele zu erreichen und Interessengegensätze ins Gleichgewicht zu bringen. Als AfD bekennen wir uns zur Mitwirkung und Mitbestimmung der Beschäftigten in den Betrieben und zu allgemeinverbindlichen Tarifverträgen. Forderungen nach Enteignungen, Abschaffung von Privateigentum und Vertragsfreiheit, hetzerische Klassenkampfrhetorik oder vorsätzlich herbeigeführte Konflikte durch Vertreter linker Parteien lehnen wir dagegen entschieden ab. Sie gefährden den sozialen Frieden und eine vertrauensvolle Zusammenarbeit. Forderungen nach Ent- eignungen, Abschaffung von Privateigentum und Vertragsfreiheit lehnen wir entschieden ab."
"AFD","Die Zukunft der organisierten Unternehmer- und Beschäftigtenvertreter","Die Zukunft der organisierten Unternehmer- und Beschäftigtenvertreter ist blau: Unser sozialpolitisches Ziel bleibt Wohlstand für alle ! Wir lehnen es ab, dass sich die Bundesregierung zunehmend als Unternehmer versteht und betätigt. Sie nimmt direkten Einfluss auf Unternehmen und Innova- tionen und versucht die Wirtschaft durch Vorgaben und Subventionen zu steuern. Diese Art von Staatswirtschaft führt regelmäßig in den wirtschaftlichen Niedergang. Wir wollen die Soziale Marktwirtschaft von Ludwig Erhard wiederbeleben und Wohlstand für alle schaffen. Die Aufgabe des Staates soll die Erhaltung des Wettbewerbs und die Verhinderung von Monopolen, Kartellen und sonstigen, den Marktmechanismus schädigenden Einflüssen sein. Der Schutz vor Wettbewerb, staatlich verordneten Preiserhöhungen für vermeintlich gute Zwecke oder die von der Bundesregierung propagierte Schaffung „europäischer Monopole“ gehören nicht dazu."
"AFD","Der Euro ist gescheitert","Die seit 30 Jahren laufende, schleichende Umwandlung des Staatenbunds Europa in einen EU-Zentralstaat ist von den europäischen Völkern nie gewollt oder demokratisch legitimiert worden. Der Euro besitzt nicht die institutionelle Grundlage, die unabdingbare verfassungsrechtliche Voraussetzung für seine Legitimität wäre. Die EU geriert sich heute als Bundesstaat – und nicht mehr als Staatenbund souveräner Nationalstaaten. Wir wollen die Transferunion aufkündigen und Die Geschäftsgrundlage des Euro ist ebenfalls schon seit über zehn Jahren zerstört. Mit der Corona-Krise sind nun auch noch die letzten Hemmungen zum Verfassungsbruch gefallen. Wir erleben heute eine vertragswidrige, sogar sozialistische Gemeinschafts- haftung, Transferzahlungen und eine Verschuldung auf Ebene der EU sowie eine verbotene Staatsfinanzierung und mandatswidrige Wirtschaftspolitik durch die EZB – alles weitgehend auf Deutschlands Kosten. Deutschland muss aus dem untergehenden Euro-System austreten wieder eine nationale"
"AFD","Währung einführen.","Die AfD steht auch in der Währungspolitik für ein auf sozialer Marktwirtschaft und nationaler Eigenverant- wortung basierendes, freundschaftliches Miteinander in Europa. Die Grundlage der Eurowährung war: Vermeidung über- bordender Schulden in allen EU-Staaten und keine Haftung der Staaten untereinander. Beide Regeln werden permanent gebrochen. Der Euro wird heute"
"AFD","Transferunion","jeden Tag mit Milliardenbeträgen gerettet. Dies über billionenschwere Garantien, Bürgschaften und sogar direkte Geldgeschenke an „notleidende“ Staaten; über „Fazilitäten“, „Wirtschaftsstabilisierungsfonds“, Next-Generation-EU-Fond, Europäische Stabilitäts-Mechanismen, EU-Kurzarbeiterprogramme, zinsfreie Kredite, Verrechnungskredite (Target2), Aufkäufe von Staatsanleihen durch das EZB-Noten- banksystem. All diese Maßnahmen sind ebenso wie geplante EU-Steuern illegal, da sie gegen die Verbote der monetären Staatsfinanzierung oder der gegenseitigen Haftungsübernahme verstoßen. Deshalb muss Deutschland diese Transferunion aufkündigen und den Irrweg der Dauerrettung durch Wiedereinführung einer nationalen Währung beenden, ggf. unter paralleler Beibehaltung des Euro oder einer ECU-ähnlichen flexibleren Verrechnungseinheit. Jede weitere Teilnahme an der „Rettungspolitik” kommt einer Insolvenzverschleppung auf Kosten künftiger deutscher Steuerzahler gleich. Keine Schuldenaufnahme durch die EU, Hilfskredite nur auf nationaler Ebene Die EU maßt sich heute an, entgegen dem Wortlaut der EU-Verträge eigene Schulden aufzunehmen. Dabei werden die Mittel durch Neuverschuldung beschafft und anschließend von EU-Bürokraten über unzählige, zumeist ideologisch motivierte Projekte nach Guts-herrenart ausgegeben. Haftung und Tilgung verbleiben jedoch bei den Nationalstaaten. Die Mithaftung Deutschlands für diese von der EU aufgenommenen Die AfD fordert eine sofortige Einstellung jeglicher Kreditaufnahme der EU, die zu Lasten künftiger deutscher Generationen gehen würde."
"AFD","Kredite, die weitgehend den Euro-Krisenländern zugutekommen werden, führt zwangsläufig zu einer Verschlechterung der Bonität Deutschlands.","Die AfD fordert: Die Bundesregierung darf keinen EU- Corona-Programmen zustimmen, für die Deutschland nur mit- haftet und aus denen es wenig Leistung erhält. Die AfD fordert eine sofortige Einstellung jeglicher Kreditaufnahme der EU, die zu Lasten künftiger deutscher Generationen gehen würde. Wenn Kredite zur Abmilderung der Folgen von überzogenen Corona- Maßnahmen der Regierung aufgenommen werden, dann darf dies ausschließlich auf nationaler Ebene geschehen. Zusätzliche Inflationierung durch überzogene Corona-Maßnahmen beenden Durch die überzogene Politik der Bundesregierung, der EU und der EZB in der Corona-Krise drohen gleichzeitig eine wirtschaftliche Depression und eine massive Teuerung, da große Teile der „Corona-Förder- programme“ unproduktiv sind und als reine Geld- mengenausweitung in den Konsum fließen, der auf der Angebotsseite nicht befriedigt werden kann. Die AfD fordert, die Corona-bedingten Ausgabenpro- gramme und die dazugehörige Verschuldung auf das notwendige Maß zu beschränken. Die Bundesregierung darf keinen EU-Corona-Programmen zustimmen, für die Deutschland nur mithaftet, aus denen es wenig Leistung erhält, aber durch die drohende Inflation zusätzliche Schäden erleiden wird."
"AFD","EZB-Nullzinspolitik beenden","Die EZB sollte eine zweite Deutsche Bundesbank sein. Stattdessen betreibt sie eine Währungspolitik der wirtschaftsfeindlichen Null- und Negativzinspolitik. Diese zerstört langfristig alle kapitalgedeckten Alters- sicherungssysteme von Betriebsrenten, über staatlich geförderte kapitalgedeckte Rentensysteme, private Lebensversicherungen bis zu privaten Sparvermögen. Inzwischen fehlen über die vergangenen Jahre mehr als 500 Mrd. Euro für die Altersvorsorge der Deutschen. Die Negativzinspolitik der EZB führt dazu, dass nicht mehr wettbewerbsfähige Unternehmen als „Zombies“ im Markt verbleiben und den gesunden Unternehmen einen unfairen Wettbewerb liefern. Nullzinsen führen zu gravierender Kapitalfehlallokation in der Realwirtschaft. In Deutschland könnten inzwischen 20% bis 50% der Firmen ihre Kapitalkosten in einem normalen Zinsumfeld nicht mehr verdienen. Das kommt einer permanenten, staatlich geförderten Insolvenzverschleppung durch die Bundesregierung gleich. Bereits nach wenigen Jahren wird das zu kas- kadenartigen Zusammenbrüchen von sogar bis dahin noch gesunden Unternehmen führen und den Auftakt zu einer umfassenden Depression bilden. Negativzin- sen führen außerdem zu weiteren volkswirtschaftlichen Schäden, weil der deutsche Kapitalstock von vielen Billionen Euro nicht rentabel eingesetzt werden kann. Die durch die EZB-Politik verursachte Wechselkursab- wertung und die Preisexplosion am Aktien- und Immo- bilienmarkt zerstören die Kaufkraft, wovon insbesondere Die AfD will die kapitalgedeckten Alters- sicherungssysteme wie Betriebsrenten, private Lebens-versicherungen bis zu privaten Sparvermögen erhalten und lehnt des- wegen die Nullzins- politik der EZB entschieden ab."
"AFD","EZB-Politik und Die Zins- manipulation","Arbeitnehmer und Rentner betroffen sind. Die Zins- manipulation treibt die Immobilienpreise nach oben und damit auch die Mieten. Negativzinsen enteignen Sparer, Mieter und Rentner und führen langfristig zu Altersarmut. Weiterhin führt die EZB-Politik zur Zerstörung der Märkte für Anleihen. Während die Deutsche Bundes- bank nur einmal in 50 Jahren Staatsanleihen angekauft hat, ist das für die EZB seit 2015 das tägliche „Geschäfts- modell“. Per Ende 2020 hatte sie für fünf Billionen Euro staatliche und private Anleihen erworben; zu großen Teilen betreibt die EZB dabei auch noch ideologische und verbotene Wirtschaftspolitik. Diese suprastaatliche „Rettungspolitik” verletzt geltendes EU-Recht, darunter das Verbot der Staatsfinanzierung durch die Zentralbank und das Verbot der Haftung für Schulden anderer Mit- gliedstaaten. Die Rettungspolitik verstößt zudem gegen alle seit den 1990er-Jahren gegebenen Zusicherungen, „niemals eine Haftung Deutschlands für andere Staaten“ zuzulassen."
"AFD","Rückkehr zum Recht","Die AfD fordert eine Rückkehr zum Recht: (1) Alle Maßnahmen der EZB zur Manipulation des freien Kapitalmarkts müssen eingestellt werden, (2) keine Staatsfinanzierung durch die EZB, (3) keine faktische Vergemeinschaftung der Schulden, (4) Beschränkung der EZB auf reine Geldpolitik, (5) keine heimliche und hoch ideologische Wirtschaftspolitik über „Green Deal“ und Anleihekäufe und (6) Ende der Nullzins-Politik und der EZB-Anleihekaufprogramme. (7) Die Bundesbank wird aufgefordert, sich mit allen Mitteln bei der EZB dafür einzusetzen, um eine Änderung der Geschäfts- ordnung bei den Abstimmungsmodalitäten bzgl. der Stimmrechte der Mitglieder des EZB-Rates bei geld-"
"AFD","Maßnahmen der Euro","Die AfD fordert: Alle Maßnahmen der Euro- päischen Zentralbank zur Manipulation des freien Kapitalmarkts müssen eingestellt werden."
"AFD","quote","politischen Entscheidungen herbeizuführen. Die Stimm- rechte der Mitglieder des EZB-Rates haben sich am Anteil des haftenden Eigenkapitals der Mitgliedsstaaten zu orientieren. Das bisher praktizierte Rotations- verfahren ist zu verwerfen."
"AFD","Deutsche Mark","Die wiedereingeführte Deutsche Mark würde ihre hohe Kaufkraft gegenüber den anderen Ländern analog zur hohen Leistungsfä- higkeit der deutschen Wirtschaft wiedergewinnen. Entscheidung über die Veränderung des Wechselkurses wiederherstellen. Die wiedereingeführte Deutsche Mark würde ihre hohe Kaufkraft gegenüber den anderen Ländern analog zur hohen Leistungsfähigkeit der deutschen Wirtschaft wiedergewinnen. Die Senkung der Importpreise würde zu steigenden Realeinkommen führen, die der gesamten deutschen Volkswirtschaft zugute kämen und nicht nur, wie derzeit, einigen Export- firmen. Der ehemalige Bundeswirtschafts- und Finanzminister Schiller hatte dies einst so formuliert: „Jede Währungs- aufwertung ist eine Sozial-Dividende für das deutsche Volk, denn ihr könnt danach im Supermarkt alles billiger kaufen“. Der AfD ist bewusst, dass die Wiedereinführung der nationalen Währung nicht ohne Umstellungs- belastungen erfolgen kann. Diese werden jedoch niedri- ger sein als die Kosten des weiteren Verbleibs im Eurosystem."
